date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-06-28,SKU0030,26.0,30637.1,1178.35,0
2024-06-29,SKU0030,47.0,53408.92,1136.36,0
2024-06-30,SKU0030,49.0,58126.25,1186.25,0
2024-07-01,SKU0030,36.0,40389.12,1121.92,0
2024-07-02,SKU0030,32.0,36730.88,1147.84,0
2024-07-03,SKU0030,23.0,25205.7,1095.9,0
2024-07-04,SKU0030,15.0,17507.1,1167.14,0
2024-07-05,SKU0030,33.0,39653.46,1201.62,0
2024-07-06,SKU0030,37.0,43385.46,1172.58,0
2024-07-07,SKU0030,36.0,43205.04,1200.14,0
2024-07-08,SKU0030,34.0,38933.74,1145.11,0
2024-07-09,SKU0030,23.0,25701.35,1117.45,0
2024-07-10,SKU0030,41.0,46472.27,1133.47,0
2024-07-11,SKU0030,44.0,50253.28,1142.12,0
2024-07-12,SKU0030,36.0,39697.56,1102.71,0
2024-07-13,SKU0030,38.0,42422.44,1116.38,0
2024-07-14,SKU0030,35.0,41975.15,1199.29,0
2024-07-15,SKU0030,30.0,32853.9,1095.13,0
2024-07-16,SKU0030,34.0,38506.36,1132.54,0
2024-07-17,SKU0030,39.0,43977.96,1127.64,0
2024-07-18,SKU0030,35.0,38603.6,1102.96,0
2024-07-19,SKU0030,40.0,45486.8,1137.17,0
2024-07-20,SKU0030,45.0,50418.9,1120.42,0
2024-07-21,SKU0030,49.0,59074.4,1205.6,0
2024-07-22,SKU0030,32.0,35175.36,1099.23,0
2024-07-23,SKU0030,25.0,29498.0,1179.92,0
2024-07-24,SKU0030,41.0,49033.95,1195.95,0
2024-07-25,SKU0030,46.0,52738.54,1146.49,0
2024-07-26,SKU0030,34.0,40216.9,1182.85,0
2024-07-27,SKU0030,36.0,42796.44,1188.79,0
2024-07-28,SKU0030,44.0,48743.64,1107.81,0
2024-07-29,SKU0030,30.0,34434.3,1147.81,0
2024-07-30,SKU0030,33.0,37540.8,1137.6,0
2024-07-31,SKU0030,33.0,36850.11,1116.67,0
2024-08-01,SKU0030,33.0,37294.95,1130.15,0
2024-08-02,SKU0030,34.0,40383.84,1187.76,0
2024-08-03,SKU0030,49.0,57257.48,1168.52,0
2024-08-04,SKU0030,47.0,54056.58,1150.14,0
2024-08-05,SKU0030,44.0,52810.12,1200.23,0
2024-08-06,SKU0030,42.0,48432.3,1153.15,0
2024-08-07,SKU0030,44.0,50740.8,1153.2,0
2024-08-08,SKU0030,38.0,44061.0,1159.5,0
2024-08-09,SKU0030,33.0,39151.53,1186.41,0
2024-08-10,SKU0030,85.0,73469.75,864.35,1
2024-08-11,SKU0030,101.0,101095.95,1000.95,1
2024-08-12,SKU0030,75.0,66957.0,892.76,1
2024-08-13,SKU0030,57.0,61137.63,1072.59,1
2024-08-14,SKU0030,113.0,114984.28,1017.56,1
2024-08-15,SKU0030,155.0,137038.6,884.12,1
2024-08-16,SKU0030,53.0,58745.2,1108.4,1
2024-08-17,SKU0030,116.0,92484.48,797.28,1
2024-08-18,SKU0030,76.0,77160.52,1015.27,1
2024-08-19,SKU0030,54.0,52425.9,970.85,1
2024-08-20,SKU0030,79.0,80991.59,1025.21,1
2024-08-21,SKU0030,24.0,27196.32,1133.18,0
2024-08-22,SKU0030,25.0,28750.0,1150.0,0
2024-08-23,SKU0030,36.0,43426.08,1206.28,0
2024-08-24,SKU0030,56.0,67472.72,1204.87,0
2024-08-25,SKU0030,47.0,55032.3,1170.9,0
2024-08-26,SKU0030,38.0,43380.8,1141.6,0
2024-08-27,SKU0030,40.0,45523.2,1138.08,0
2024-08-28,SKU0030,47.0,52414.4,1115.2,0
2024-08-29,SKU0030,41.0,49258.63,1201.43,0
2024-08-30,SKU0030,40.0,44454.4,1111.36,0
2024-08-31,SKU0030,45.0,50145.75,1114.35,0
2024-09-01,SKU0030,58.0,66718.56,1150.32,0
2024-09-02,SKU0030,52.0,59301.32,1140.41,0
2024-09-03,SKU0030,63.0,72183.51,1145.77,0
2024-09-04,SKU0030,52.0,60140.08,1156.54,0
2024-09-05,SKU0030,42.0,47156.34,1122.77,0
2024-09-06,SKU0030,47.0,52627.31,1119.73,0
2024-09-07,SKU0030,77.0,91498.33,1188.29,0
2024-09-08,SKU0030,64.0,73182.08,1143.47,0
2024-09-09,SKU0030,36.0,41393.16,1149.81,0
2024-09-10,SKU0030,55.0,61072.55,1110.41,0
2024-09-11,SKU0030,44.0,49171.32,1117.53,0
2024-09-12,SKU0030,39.0,44861.31,1150.29,0
2024-09-13,SKU0030,51.0,58206.81,1141.31,0
2024-09-14,SKU0030,52.0,60271.64,1159.07,0
2024-09-15,SKU0030,73.0,87243.03,1195.11,0
2024-09-16,SKU0030,51.0,60680.31,1189.81,0
2024-09-17,SKU0030,64.0,71500.8,1117.2,0
2024-09-18,SKU0030,54.0,60271.56,1116.14,0
2024-09-19,SKU0030,46.0,54129.12,1176.72,0
2024-09-20,SKU0030,45.0,53080.2,1179.56,0
2024-09-21,SKU0030,59.0,69846.56,1183.84,0
2024-09-22,SKU0030,70.0,78698.2,1124.26,0
2024-09-23,SKU0030,36.0,42148.8,1170.8,0
2024-09-24,SKU0030,53.0,62026.43,1170.31,0
2024-09-25,SKU0030,41.0,48169.67,1174.87,0
2024-09-26,SKU0030,74.0,85593.58,1156.67,0
2024-09-27,SKU0030,56.0,64130.64,1145.19,0
2024-09-28,SKU0030,72.0,84014.64,1166.87,0
2024-09-29,SKU0030,65.0,73821.8,1135.72,0
2024-09-30,SKU0030,35.0,40507.25,1157.35,0
2024-10-01,SKU0030,61.0,71439.54,1171.14,0
2024-10-02,SKU0030,90.0,102588.3,1139.87,0
2024-10-03,SKU0030,54.0,60806.7,1126.05,0
2024-10-04,SKU0030,60.0,69228.6,1153.81,0
2024-10-05,SKU0030,86.0,98804.54,1148.89,0
2024-10-06,SKU0030,78.0,91590.72,1174.24,0
2024-10-07,SKU0030,64.0,70221.44,1097.21,0
2024-10-08,SKU0030,67.0,79013.1,1179.3,0
2024-10-09,SKU0030,76.0,89971.08,1183.83,0
2024-10-10,SKU0030,51.0,60968.46,1195.46,0
2024-10-11,SKU0030,85.0,101705.9,1196.54,0
2024-10-12,SKU0030,106.0,124862.7,1177.95,0
2024-10-13,SKU0030,68.0,77789.96,1143.97,0
2024-10-14,SKU0030,70.0,84167.3,1202.39,0
2024-10-15,SKU0030,84.0,93336.6,1111.15,0
2024-10-16,SKU0030,79.0,87590.46,1108.74,0
2024-10-17,SKU0030,40.0,46752.0,1168.8,0
2024-10-18,SKU0030,60.0,68049.0,1134.15,0
2024-10-19,SKU0030,69.0,75969.69,1101.01,0
2024-10-20,SKU0030,156.0,137590.44,881.99,1
2024-10-21,SKU0030,164.0,164042.64,1000.26,1
2024-10-22,SKU0030,76.0,80477.16,1058.91,1
2024-10-23,SKU0030,86.0,92721.76,1078.16,1
2024-10-24,SKU0030,,78131.24,952.82,1
2024-10-25,SKU0030,98.0,77919.8,795.1,1
2024-10-26,SKU0030,128.0,105352.96,823.07,1
2024-10-27,SKU0030,,111497.85,825.91,1
2024-10-28,SKU0030,188.0,170989.76,909.52,1
2024-10-29,SKU0030,101.0,94413.79,934.79,1
2024-10-30,SKU0030,99.0,85216.23,860.77,1
2024-10-31,SKU0030,228.0,253593.0,1112.25,1
2024-11-01,SKU0030,136.0,108513.04,797.89,1
2024-11-02,SKU0030,173.0,153722.61,888.57,1
2024-11-03,SKU0030,167.0,157103.58,940.74,1
2024-11-04,SKU0030,97.0,96301.6,992.8,1
2024-11-05,SKU0030,125.0,105913.75,847.31,1
2024-11-06,SKU0030,59.0,69052.42,1170.38,0
2024-11-07,SKU0030,81.0,90169.2,1113.2,0
2024-11-08,SKU0030,55.0,63402.35,1152.77,0
2024-11-09,SKU0030,71.0,80567.25,1134.75,0
2024-11-10,SKU0030,75.0,90553.5,1207.38,0
2024-11-11,SKU0030,59.0,68452.39,1160.21,0
2024-11-12,SKU0030,93.0,111267.06,1196.42,0
2024-11-13,SKU0030,85.0,98173.3,1154.98,0
2024-11-14,SKU0030,77.0,90695.99,1177.87,0
2024-11-15,SKU0030,64.0,71951.36,1124.24,0
2024-11-16,SKU0030,87.0,103045.41,1184.43,0
2024-11-17,SKU0030,115.0,135005.4,1173.96,0
2024-11-18,SKU0030,66.0,75993.06,1151.41,0
2024-11-19,SKU0030,55.0,66471.35,1208.57,0
2024-11-20,SKU0030,82.0,93785.86,1143.73,0
2024-11-21,SKU0030,67.0,74233.99,1107.97,0
2024-11-22,SKU0030,68.0,79103.72,1163.29,0
2024-11-23,SKU0030,84.0,97070.4,1155.6,0
2024-11-24,SKU0030,85.0,95752.5,1126.5,0
2024-11-25,SKU0030,78.0,85377.24,1094.58,0
2024-11-26,SKU0030,66.0,76458.36,1158.46,0
2024-11-27,SKU0030,75.0,88767.0,1183.56,0
2024-11-28,SKU0030,85.0,93160.85,1096.01,0
2024-11-29,SKU0030,92.0,107623.44,1169.82,0
2024-11-30,SKU0030,73.0,84771.98,1161.26,0
2024-12-01,SKU0030,111.0,132698.28,1195.48,0
2024-12-02,SKU0030,90.0,100385.1,1115.39,0
2024-12-03,SKU0030,92.0,107808.36,1171.83,0
2024-12-04,SKU0030,74.0,89189.98,1205.27,0
2024-12-05,SKU0030,70.0,76809.6,1097.28,0
2024-12-06,SKU0030,51.0,59133.99,1159.49,0
2024-12-07,SKU0030,94.0,109912.32,1169.28,0
2024-12-08,SKU0030,125.0,140268.75,1122.15,0
2024-12-09,SKU0030,79.0,89859.34,1137.46,0
2024-12-10,SKU0030,71.0,82646.13,1164.03,0
2024-12-11,SKU0030,83.0,100216.69,1207.43,0
2024-12-12,SKU0030,57.0,62389.35,1094.55,0
2024-12-13,SKU0030,70.0,77352.8,1105.04,0
2024-12-14,SKU0030,108.0,130177.8,1205.35,0
2024-12-15,SKU0030,103.0,119824.02,1163.34,0
2024-12-16,SKU0030,67.0,78173.59,1166.77,0
2024-12-17,SKU0030,101.0,112648.33,1115.33,0
2024-12-18,SKU0030,53.0,61212.35,1154.95,0
2024-12-19,SKU0030,79.0,87917.52,1112.88,0
2024-12-20,SKU0030,87.0,96958.02,1114.46,0
2024-12-21,SKU0030,116.0,131657.68,1134.98,0
2024-12-22,SKU0030,96.0,111226.56,1158.61,0
2024-12-23,SKU0030,86.0,97641.82,1135.37,0
2024-12-24,SKU0030,75.0,88491.75,1179.89,0
2024-12-25,SKU0030,131.0,154864.27,1182.17,0
2024-12-26,SKU0030,80.0,94724.0,1184.05,0
2024-12-27,SKU0030,92.0,110616.2,1202.35,0
2024-12-28,SKU0030,72.0,79386.48,1102.59,0
2024-12-29,SKU0030,92.0,102948.92,1119.01,0
2024-12-30,SKU0030,83.0,100098.83,1206.01,0
2024-12-31,SKU0030,83.0,96092.42,1157.74,0
2023-11-26,SKU0031,1.0,4920.96,4920.96,1
2023-11-27,SKU0031,2.0,10989.98,5494.99,1
2023-11-28,SKU0031,3.0,13263.18,4421.06,1
2023-11-29,SKU0031,4.0,23881.2,5970.3,1
2023-11-30,SKU0031,1.0,6356.84,6356.84,1
2023-12-01,SKU0031,2.0,13698.38,6849.19,0
2023-12-02,SKU0031,3.0,19016.04,6338.68,0
2023-12-03,SKU0031,3.0,19500.72,6500.24,0
2023-12-04,SKU0031,3.0,19733.67,6577.89,0
2023-12-05,SKU0031,3.0,19539.9,6513.3,0
2023-12-06,SKU0031,5.0,33684.4,6736.88,0
2023-12-07,SKU0031,3.0,20293.83,6764.61,0
2023-12-08,SKU0031,6.0,40542.3,6757.05,0
2023-12-09,SKU0031,7.0,44914.73,6416.39,0
2023-12-10,SKU0031,5.0,32045.75,6409.15,0
2023-12-11,SKU0031,5.0,32976.2,6595.24,0
2023-12-12,SKU0031,8.0,54011.2,6751.4,0
2023-12-13,SKU0031,5.0,33296.2,6659.24,0
2023-12-14,SKU0031,7.0,45869.88,6552.84,0
2023-12-15,SKU0031,11.0,53470.01,4860.91,1
2023-12-16,SKU0031,20.0,107897.8,5394.89,1
2023-12-17,SKU0031,26.0,119892.5,4611.25,1
2023-12-18,SKU0031,24.0,114015.6,4750.65,1
2023-12-19,SKU0031,21.0,109118.52,5196.12,1
2023-12-20,SKU0031,18.0,103649.94,5758.33,1
2023-12-21,SKU0031,21.0,118272.63,5632.03,1
2023-12-22,SKU0031,16.0,82758.56,5172.41,1
2023-12-23,SKU0031,17.0,103076.95,6063.35,1
2023-12-24,SKU0031,20.0,100764.6,5038.23,1
2023-12-25,SKU0031,43.0,244633.88,5689.16,1
2023-12-26,SKU0031,11.0,64233.51,5839.41,1
2023-12-27,SKU0031,22.0,114977.06,5226.23,1
2023-12-28,SKU0031,18.0,82892.52,4605.14,1
2023-12-29,SKU0031,20.0,115239.6,5761.98,1
2023-12-30,SKU0031,29.0,178384.8,6151.2,1
2023-12-31,SKU0031,16.0,94668.16,5916.76,1
2024-01-01,SKU0031,26.0,127429.64,4901.14,1
2024-01-02,SKU0031,18.0,100915.2,5606.4,1
2024-01-03,SKU0031,14.0,78955.38,5639.67,1
2024-01-04,SKU0031,,85962.15,5730.81,1
2024-01-05,SKU0031,15.0,93368.4,6224.56,1
2024-01-06,SKU0031,20.0,103721.0,5186.05,1
2024-01-07,SKU0031,17.0,84941.18,4996.54,1
2024-01-08,SKU0031,19.0,108710.59,5721.61,1
2024-01-09,SKU0031,15.0,77398.05,5159.87,1
2024-01-10,SKU0031,17.0,102580.55,6034.15,1
2024-01-11,SKU0031,9.0,57879.45,6431.05,0
2024-01-12,SKU0031,9.0,61415.55,6823.95,0
2024-01-13,SKU0031,10.0,67691.5,6769.15,0
2024-01-14,SKU0031,11.0,73875.12,6715.92,0
2024-01-15,SKU0031,11.0,69602.28,6327.48,0
2024-01-16,SKU0031,10.0,65088.1,6508.81,0
2024-01-17,SKU0031,12.0,80506.56,6708.88,0
2024-01-18,SKU0031,6.0,38334.24,6389.04,0
2024-01-19,SKU0031,8.0,54140.4,6767.55,0
2024-01-20,SKU0031,11.0,70177.25,6379.75,0
2024-01-21,SKU0031,11.0,73612.66,6692.06,0
2024-01-22,SKU0031,8.0,53923.6,6740.45,0
2024-01-23,SKU0031,10.0,68900.8,6890.08,0
2024-01-24,SKU0031,9.0,57467.43,6385.27,0
2024-01-25,SKU0031,11.0,71717.03,6519.73,0
2024-01-26,SKU0031,13.0,83477.03,6421.31,0
2024-01-27,SKU0031,11.0,71093.99,6463.09,0
2024-01-28,SKU0031,10.0,68057.7,6805.77,0
2024-01-29,SKU0031,10.0,67437.4,6743.74,0
2024-01-30,SKU0031,10.0,64172.4,6417.24,0
2024-01-31,SKU0031,8.0,50689.6,6336.2,0
2024-02-01,SKU0031,9.0,56929.95,6325.55,0
2024-02-02,SKU0031,7.0,47452.65,6778.95,0
2024-02-03,SKU0031,6.0,39564.42,6594.07,0
2024-02-04,SKU0031,8.0,50565.28,6320.66,0
2024-02-05,SKU0031,11.0,75211.4,6837.4,0
2024-02-06,SKU0031,7.0,46220.93,6602.99,0
2024-02-07,SKU0031,8.0,50990.64,6373.83,0
2024-02-08,SKU0031,8.0,54987.2,6873.4,0
2024-02-09,SKU0031,7.0,48077.82,6868.26,0
2024-02-10,SKU0031,11.0,71812.73,6528.43,0
2024-02-11,SKU0031,10.0,68132.9,6813.29,0
2024-02-12,SKU0031,8.0,55442.08,6930.26,0
2024-02-13,SKU0031,7.0,47231.24,6747.32,0
2024-02-14,SKU0031,8.0,53331.52,6666.44,0
2024-02-15,SKU0031,7.0,44009.42,6287.06,0
2024-02-16,SKU0031,8.0,53806.16,6725.77,0
2024-02-17,SKU0031,12.0,76149.72,6345.81,0
2024-02-18,SKU0031,11.0,75233.29,6839.39,0
2024-02-19,SKU0031,7.0,46881.87,6697.41,0
2024-02-20,SKU0031,8.0,52629.6,6578.7,0
2024-02-21,SKU0031,6.0,39378.9,6563.15,0
2024-02-22,SKU0031,7.0,45017.14,6431.02,0
2024-02-23,SKU0031,4.0,27473.16,6868.29,0
2024-02-24,SKU0031,10.0,65231.7,6523.17,0
2024-02-25,SKU0031,7.0,45903.41,6557.63,0
2024-02-26,SKU0031,7.0,44440.9,6348.7,0
2024-02-27,SKU0031,7.0,44937.34,6419.62,0
2024-02-28,SKU0031,9.0,61657.74,6850.86,0
2024-02-29,SKU0031,9.0,56758.14,6306.46,0
2024-03-01,SKU0031,9.0,59074.74,6563.86,0
2024-03-02,SKU0031,6.0,41509.92,6918.32,0
2024-03-03,SKU0031,9.0,62041.95,6893.55,0
2024-03-04,SKU0031,6.0,41572.26,6928.71,0
2024-03-05,SKU0031,7.0,48535.48,6933.64,0
2024-03-06,SKU0031,8.0,51018.56,6377.32,0
2024-03-07,SKU0031,6.0,38068.2,6344.7,0
2024-03-08,SKU0031,7.0,44523.08,6360.44,0
2024-03-09,SKU0031,7.0,44064.79,6294.97,0
2024-03-10,SKU0031,10.0,65640.4,6564.04,0
2024-03-11,SKU0031,6.0,38588.52,6431.42,0
2024-03-12,SKU0031,6.0,40590.54,6765.09,0
2024-03-13,SKU0031,7.0,46022.34,6574.62,0
2024-03-14,SKU0031,8.0,51443.6,6430.45,0
2024-03-15,SKU0031,5.0,32609.25,6521.85,0
2024-03-16,SKU0031,9.0,62160.48,6906.72,0
2024-03-17,SKU0031,7.0,46340.14,6620.02,0
2024-03-18,SKU0031,8.0,51728.64,6466.08,0
2024-03-19,SKU0031,6.0,38625.9,6437.65,0
2024-03-20,SKU0031,6.0,38266.32,6377.72,0
2024-03-21,SKU0031,6.0,40413.72,6735.62,0
2024-03-22,SKU0031,7.0,45306.66,6472.38,0
2024-03-23,SKU0031,9.0,62232.93,6914.77,0
2024-03-24,SKU0031,7.0,45184.3,6454.9,0
2024-03-25,SKU0031,9.0,58990.5,6554.5,0
2024-03-26,SKU0031,6.0,37767.0,6294.5,0
2024-03-27,SKU0031,6.0,39995.28,6665.88,0
2024-03-28,SKU0031,6.0,39661.32,6610.22,0
2024-03-29,SKU0031,8.0,54629.2,6828.65,0
2024-03-30,SKU0031,6.0,38309.76,6384.96,0
2024-03-31,SKU0031,8.0,51009.52,6376.19,0
2024-04-01,SKU0031,9.0,57792.96,6421.44,0
2024-04-02,SKU0031,7.0,46152.47,6593.21,0
2024-04-03,SKU0031,7.0,46225.06,6603.58,0
2024-04-04,SKU0031,9.0,57858.3,6428.7,0
2024-04-05,SKU0031,7.0,47367.53,6766.79,0
2024-04-06,SKU0031,9.0,60948.18,6772.02,0
2024-04-07,SKU0031,6.0,40199.7,6699.95,0
2024-04-08,SKU0031,7.0,47937.19,6848.17,0
2024-04-09,SKU0031,7.0,45030.02,6432.86,0
2024-04-10,SKU0031,5.0,32425.7,6485.14,0
2024-04-11,SKU0031,12.0,78441.84,6536.82,0
2024-04-12,SKU0031,4.0,25333.68,6333.42,0
2024-04-13,SKU0031,8.0,53605.12,6700.64,0
2024-04-14,SKU0031,10.0,65028.2,6502.82,0
2024-04-15,SKU0031,6.0,40251.18,6708.53,0
2024-04-16,SKU0031,6.0,39011.64,6501.94,0
2024-04-17,SKU0031,5.0,34449.7,6889.94,0
2024-04-18,SKU0031,8.0,51897.28,6487.16,0
2024-04-19,SKU0031,7.0,46237.94,6605.42,0
2024-04-20,SKU0031,9.0,59737.86,6637.54,0
2024-04-21,SKU0031,11.0,71808.99,6528.09,0
2024-04-22,SKU0031,6.0,39663.72,6610.62,0
2024-04-23,SKU0031,9.0,58731.48,6525.72,0
2024-04-24,SKU0031,7.0,47434.38,6776.34,0
2024-04-25,SKU0031,9.0,60019.74,6668.86,0
2024-04-26,SKU0031,7.0,45733.52,6533.36,0
2024-04-27,SKU0031,6.0,41414.04,6902.34,0
2024-04-28,SKU0031,7.0,47300.47,6757.21,0
2024-04-29,SKU0031,7.0,48026.51,6860.93,0
2024-04-30,SKU0031,5.0,31465.55,6293.11,0
2024-05-01,SKU0031,16.0,110375.52,6898.47,0
2024-05-02,SKU0031,10.0,65530.0,6553.0,0
2024-05-03,SKU0031,6.0,39778.5,6629.75,0
2024-05-04,SKU0031,10.0,67551.8,6755.18,0
2024-05-05,SKU0031,11.0,70680.06,6425.46,0
2024-05-06,SKU0031,10.0,66289.7,6628.97,0
2024-05-07,SKU0031,10.0,64538.9,6453.89,0
2024-05-08,SKU0031,8.0,54277.36,6784.67,0
2024-05-09,SKU0031,6.0,41536.44,6922.74,0
2024-05-10,SKU0031,9.0,60426.81,6714.09,0
2024-05-11,SKU0031,10.0,63235.8,6323.58,0
2024-05-12,SKU0031,9.0,59261.67,6584.63,0
2024-05-13,SKU0031,13.0,89624.21,6894.17,0
2024-05-14,SKU0031,9.0,59670.72,6630.08,0
2024-05-15,SKU0031,8.0,50235.6,6279.45,0
2024-05-16,SKU0031,8.0,53879.68,6734.96,0
2024-05-17,SKU0031,11.0,73437.21,6676.11,0
2024-05-18,SKU0031,13.0,89730.03,6902.31,0
2024-05-19,SKU0031,12.0,78604.68,6550.39,0
2024-05-20,SKU0031,11.0,72077.5,6552.5,0
2024-05-21,SKU0031,7.0,44940.7,6420.1,0
2024-05-22,SKU0031,9.0,59020.47,6557.83,0
2024-05-23,SKU0031,7.0,44768.29,6395.47,0
2024-05-24,SKU0031,11.0,70436.85,6403.35,0
2024-05-25,SKU0031,13.0,86317.79,6639.83,0
2024-05-26,SKU0031,9.0,57400.11,6377.79,0
2024-05-27,SKU0031,8.0,54315.44,6789.43,0
2024-05-28,SKU0031,7.0,45651.76,6521.68,0
2024-05-29,SKU0031,9.0,62154.54,6906.06,0
2024-05-30,SKU0031,9.0,56998.35,6333.15,0
2024-05-31,SKU0031,9.0,60002.1,6666.9,0
2024-06-01,SKU0031,30.0,150768.3,5025.61,1
2024-06-02,SKU0031,34.0,212591.8,6252.7,1
2024-06-03,SKU0031,26.0,133547.18,5136.43,1
2024-06-04,SKU0031,18.0,88083.54,4893.53,1
2024-06-05,SKU0031,19.0,120265.63,6329.77,1
2024-06-06,SKU0031,16.0,73190.08,4574.38,1
2024-06-07,SKU0031,14.0,82062.96,5861.64,1
2024-06-08,SKU0031,24.0,147099.84,6129.16,1
2024-06-09,SKU0031,31.0,168692.39,5441.69,1
2024-06-10,SKU0031,28.0,152631.36,5451.12,1
2024-06-11,SKU0031,30.0,174244.8,5808.16,1
2024-06-12,SKU0031,13.0,68941.21,5303.17,1
2024-06-13,SKU0031,17.0,95660.02,5627.06,1
2024-06-14,SKU0031,17.0,78799.76,4635.28,1
2024-06-15,SKU0031,28.0,127328.88,4547.46,1
2024-06-16,SKU0031,14.0,95524.94,6823.21,0
2024-06-17,SKU0031,12.0,77677.44,6473.12,0
2024-06-18,SKU0031,11.0,75589.36,6871.76,0
2024-06-19,SKU0031,9.0,56673.63,6297.07,0
2024-06-20,SKU0031,17.0,111447.58,6555.74,0
2024-06-21,SKU0031,12.0,82056.36,6838.03,0
2024-06-22,SKU0031,18.0,118180.08,6565.56,0
2024-06-23,SKU0031,16.0,106607.04,6662.94,0
2024-06-24,SKU0031,13.0,83723.64,6440.28,0
2024-06-25,SKU0031,13.0,87248.46,6711.42,0
2024-06-26,SKU0031,10.0,68498.5,6849.85,0
2024-06-27,SKU0031,10.0,64615.5,6461.55,0
2024-06-28,SKU0031,11.0,71999.62,6545.42,0
2024-06-29,SKU0031,13.0,81908.32,6300.64,0
2024-06-30,SKU0031,,47877.34,6839.62,0
2024-07-01,SKU0031,14.0,95975.46,6855.39,0
2024-07-02,SKU0031,15.0,99697.35,6646.49,0
2024-07-03,SKU0031,10.0,64810.7,6481.07,0
2024-07-04,SKU0031,11.0,73880.51,6716.41,0
2024-07-05,SKU0031,14.0,95215.4,6801.1,0
2024-07-06,SKU0031,18.0,114539.94,6363.33,0
2024-07-07,SKU0031,16.0,101908.96,6369.31,0
2024-07-08,SKU0031,15.0,100219.95,6681.33,0
2024-07-09,SKU0031,14.0,92452.92,6603.78,0
2024-07-10,SKU0031,13.0,88456.29,6804.33,0
2024-07-11,SKU0031,14.0,95011.14,6786.51,0
2024-07-12,SKU0031,14.0,93657.34,6689.81,0
2024-07-13,SKU0031,16.0,110122.88,6882.68,0
2024-07-14,SKU0031,16.0,106537.12,6658.57,0
2024-07-15,SKU0031,15.0,100262.25,6684.15,0
2024-07-16,SKU0031,16.0,105134.24,6570.89,0
2024-07-17,SKU0031,15.0,99803.1,6653.54,0
2024-07-18,SKU0031,7.0,47077.1,6725.3,0
2024-07-19,SKU0031,10.0,67493.7,6749.37,0
2024-07-20,SKU0031,18.0,122673.78,6815.21,0
2024-07-21,SKU0031,14.0,95489.24,6820.66,0
2024-07-22,SKU0031,17.0,114860.67,6756.51,0
2024-07-23,SKU0031,10.0,67730.5,6773.05,0
2024-07-24,SKU0031,16.0,107563.36,6722.71,0
2024-07-25,SKU0031,11.0,72963.44,6633.04,0
2024-07-26,SKU0031,,116426.54,6848.62,0
2024-07-27,SKU0031,14.0,95162.62,6797.33,0
2024-07-28,SKU0031,13.0,90016.42,6924.34,0
2024-07-29,SKU0031,14.0,94761.1,6768.65,0
2024-07-30,SKU0031,10.0,66143.6,6614.36,0
2024-07-31,SKU0031,11.0,74768.98,6797.18,0
2024-08-01,SKU0031,18.0,117093.78,6505.21,0
2024-08-02,SKU0031,,128486.8,6424.34,0
2024-08-03,SKU0031,17.0,112075.39,6592.67,0
2024-08-04,SKU0031,16.0,107610.4,6725.65,0
2024-08-05,SKU0031,11.0,72479.33,6589.03,0
2024-08-06,SKU0031,17.0,110698.9,6511.7,0
2024-08-07,SKU0031,14.0,93983.54,6713.11,0
2024-08-08,SKU0031,12.0,75711.24,6309.27,0
2024-08-09,SKU0031,16.0,109551.2,6846.95,0
2024-08-10,SKU0031,23.0,129095.09,5612.83,1
2024-08-11,SKU0031,30.0,180655.8,6021.86,1
2024-08-12,SKU0031,27.0,141286.41,5232.83,1
2024-08-13,SKU0031,31.0,181963.18,5869.78,1
2024-08-14,SKU0031,16.0,100397.92,6274.87,1
2024-08-15,SKU0031,50.0,282599.5,5651.99,1
2024-08-16,SKU0031,17.0,83896.87,4935.11,1
2024-08-17,SKU0031,41.0,214994.98,5243.78,1
2024-08-18,SKU0031,33.0,168764.31,5114.07,1
2024-08-19,SKU0031,23.0,107906.34,4691.58,1
2024-08-20,SKU0031,24.0,130581.12,5440.88,1
2024-08-21,SKU0031,18.0,124551.9,6919.55,0
2024-08-22,SKU0031,14.0,97044.64,6931.76,0
2024-08-23,SKU0031,11.0,69131.7,6284.7,0
2024-08-24,SKU0031,17.0,116000.69,6823.57,0
2024-08-25,SKU0031,10.0,67035.7,6703.57,0
2024-08-26,SKU0031,16.0,103136.64,6446.04,0
2024-08-27,SKU0031,18.0,121495.32,6749.74,0
2024-08-28,SKU0031,14.0,94533.74,6752.41,0
2024-08-29,SKU0031,15.0,94881.0,6325.4,0
2024-08-30,SKU0031,19.0,120199.32,6326.28,0
2024-08-31,SKU0031,24.0,150861.12,6285.88,0
2024-09-01,SKU0031,22.0,140174.1,6371.55,0
2024-09-02,SKU0031,13.0,89980.28,6921.56,0
2024-09-03,SKU0031,20.0,135689.4,6784.47,0
2024-09-04,SKU0031,18.0,118912.14,6606.23,0
2024-09-05,SKU0031,17.0,108259.57,6368.21,0
2024-09-06,SKU0031,17.0,116137.71,6831.63,0
2024-09-07,SKU0031,23.0,158859.39,6906.93,0
2024-09-08,SKU0031,12.0,79850.4,6654.2,0
2024-09-09,SKU0031,16.0,104213.12,6513.32,0
2024-09-10,SKU0031,12.0,78009.24,6500.77,0
2024-09-11,SKU0031,17.0,109931.52,6466.56,0
2024-09-12,SKU0031,,86542.95,6657.15,0
2024-09-13,SKU0031,26.0,171243.02,6586.27,0
2024-09-14,SKU0031,22.0,144336.06,6560.73,0
2024-09-15,SKU0031,15.0,96760.2,6450.68,0
2024-09-16,SKU0031,19.0,122618.4,6453.6,0
