date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-08-25,SKU0010,1482,1299,12,1564
2024-09-01,SKU0010,2126,432,12,1564
2024-09-08,SKU0010,1573,0,12,1564
2024-09-15,SKU0010,2690,0,12,1564
2024-09-22,SKU0010,2567,0,12,1564
2024-09-29,SKU0010,1172,2870,12,1564
2024-10-06,SKU0010,1630,0,12,1564
2024-10-13,SKU0010,944,2229,12,1564
2024-10-20,SKU0010,1280,2504,12,1564
2024-10-27,SKU0010,2588,101,12,1564
2024-11-03,SKU0010,1539,1019,12,1564
2024-11-10,SKU0010,1220,1685,12,1564
2024-11-17,SKU0010,551,2323,12,1564
2024-11-24,SKU0010,1987,0,12,1564
2024-12-01,SKU0010,1057,2091,12,1564
2024-12-08,SKU0010,1858,0,12,1564
2024-12-15,SKU0010,1780,0,12,1564
2024-12-22,SKU0010,2470,0,12,1564
2024-12-29,SKU0010,726,2641,12,1564
2022-01-02,SKU0011,0,1141,16,1173
2022-01-09,SKU0011,2891,0,16,1173
2022-01-16,SKU0011,3054,0,16,1173
2022-01-23,SKU0011,2800,0,16,1173
2022-01-30,SKU0011,2355,0,16,1173
2022-02-06,SKU0011,1251,0,16,1173
2022-02-13,SKU0011,3080,338,16,1173
2022-02-20,SKU0011,1186,0,16,1173
2022-02-27,SKU0011,2510,0,16,1173
2022-03-06,SKU0011,2038,0,16,1173
2022-03-13,SKU0011,2967,0,16,1173
2022-03-20,SKU0011,2778,301,16,1173
2022-03-27,SKU0011,1261,0,16,1173
2022-04-03,SKU0011,1281,194,16,1173
2022-04-10,SKU0011,1424,0,16,1173
2022-04-17,SKU0011,403,652,16,1173
2022-04-24,SKU0011,946,830,16,1173
2022-05-01,SKU0011,942,1610,16,1173
2022-05-08,SKU0011,810,2013,16,1173
2022-05-15,SKU0011,926,1289,16,1173
2022-05-22,SKU0011,1098,1878,16,1173
2022-05-29,SKU0011,1935,0,16,1173
2022-06-05,SKU0011,894,2039,16,1173
2022-06-12,SKU0011,1283,0,16,1173
2022-06-19,SKU0011,1286,0,16,1173
2022-06-26,SKU0011,1045,1872,16,1173
2022-07-03,SKU0011,1637,19,16,1173
2022-07-10,SKU0011,991,1198,16,1173
2022-07-17,SKU0011,1125,1319,16,1173
2022-07-24,SKU0011,1343,0,16,1173
2022-07-31,SKU0011,520,1735,16,1173
2022-08-07,SKU0011,1053,606,16,1173
2022-08-14,SKU0011,1366,0,16,1173
2022-08-21,SKU0011,1575,190,16,1173
2022-08-28,SKU0011,1159,1470,16,1173
2022-09-04,SKU0011,1414,257,16,1173
2022-09-11,SKU0011,1962,0,16,1173
2022-09-18,SKU0011,1646,0,16,1173
2022-09-25,SKU0011,1507,138,16,1173
2022-10-02,SKU0011,1359,201,16,1173
2022-10-09,SKU0011,1429,0,16,1173
2022-10-16,SKU0011,1075,1469,16,1173
2022-10-23,SKU0011,316,815,16,1173
2022-10-30,SKU0011,1347,0,16,1173
2022-11-06,SKU0011,3044,0,16,1173
2022-11-13,SKU0011,2162,0,16,1173
2022-11-20,SKU0011,3170,25,16,1173
2022-11-27,SKU0011,3476,0,16,1173
2022-12-04,SKU0011,2791,236,16,1173
2022-12-11,SKU0011,2142,0,16,1173
2022-12-18,SKU0011,1455,0,16,1173
2022-12-25,SKU0011,1281,0,16,1173
2023-01-01,SKU0011,3297,0,16,1173
2023-01-08,SKU0011,3862,0,16,1173
2023-01-15,SKU0011,1486,287,16,1173
2023-01-22,SKU0011,1377,0,16,1173
2023-01-29,SKU0011,2397,0,16,1173
2023-02-05,SKU0011,1678,333,16,1173
2023-02-12,SKU0011,1182,0,16,1173
2023-02-19,SKU0011,437,610,16,1173
2023-02-26,SKU0011,1702,158,16,1173
2023-03-05,SKU0011,633,954,16,1173
2023-03-12,SKU0011,1370,184,16,1173
2023-03-19,SKU0011,1294,0,16,1173
2023-03-26,SKU0011,1577,245,16,1173
2023-04-02,SKU0011,1420,0,16,1173
2023-04-09,SKU0011,1712,59,16,1173
2023-04-16,SKU0011,1311,0,16,1173
2023-04-23,SKU0011,1820,230,16,1173
2023-04-30,SKU0011,558,1270,16,1173
2023-05-07,SKU0011,1397,0,16,1173
2023-05-14,SKU0011,1301,0,16,1173
2023-05-21,SKU0011,1014,2112,16,1173
2023-05-28,SKU0011,828,993,16,1173
2023-06-04,SKU0011,477,2304,16,1173
2023-06-11,SKU0011,1079,1141,16,1173
2023-06-18,SKU0011,1611,0,16,1173
2023-06-25,SKU0011,617,1467,16,1173
2023-07-02,SKU0011,815,2216,16,1173
2023-07-09,SKU0011,1148,1021,16,1173
2023-07-16,SKU0011,717,1173,16,1173
2023-07-23,SKU0011,1770,122,16,1173
2023-07-30,SKU0011,744,1686,16,1173
2023-08-06,SKU0011,1397,0,16,1173
2023-08-13,SKU0011,1226,0,16,1173
2023-08-20,SKU0011,1819,0,16,1173
2023-08-27,SKU0011,1411,0,16,1173
2023-09-03,SKU0011,1052,1562,16,1173
2023-09-10,SKU0011,1408,315,16,1173
2023-09-17,SKU0011,1164,740,16,1173
2023-09-24,SKU0011,1889,0,16,1173
2023-10-01,SKU0011,1646,0,16,1173
2023-10-08,SKU0011,1406,53,16,1173
2023-10-15,SKU0011,1597,0,16,1173
2023-10-22,SKU0011,164,1540,16,1173
2023-10-29,SKU0011,1402,190,16,1173
2023-11-05,SKU0011,4536,0,16,1173
2023-11-12,SKU0011,2277,0,16,1173
2023-11-19,SKU0011,2064,350,16,1173
2023-11-26,SKU0011,2445,328,16,1173
2023-12-03,SKU0011,2719,0,16,1173
2023-12-10,SKU0011,2612,0,16,1173
2023-12-17,SKU0011,920,1145,16,1173
2023-12-24,SKU0011,3680,0,16,1173
2023-12-31,SKU0011,3108,0,16,1173
2024-01-07,SKU0011,2415,0,16,1173
2024-01-14,SKU0011,2271,0,16,1173
2024-01-21,SKU0011,2601,0,16,1173
2024-01-28,SKU0011,2148,0,16,1173
2024-02-04,SKU0011,1665,268,16,1173
2024-02-11,SKU0011,1758,199,16,1173
2024-02-18,SKU0011,1224,241,16,1173
2024-02-25,SKU0011,1754,0,16,1173
2024-03-03,SKU0011,2473,0,16,1173
2024-03-10,SKU0011,982,1839,16,1173
2024-03-17,SKU0011,721,2085,16,1173
2024-03-24,SKU0011,1711,68,16,1173
2024-03-31,SKU0011,1139,1931,16,1173
2024-04-07,SKU0011,994,1061,16,1173
2024-04-14,SKU0011,1416,0,16,1173
2024-04-21,SKU0011,1692,0,16,1173
2024-04-28,SKU0011,1500,0,16,1173
2024-05-05,SKU0011,699,2112,16,1173
2024-05-12,SKU0011,850,1158,16,1173
2024-05-19,SKU0011,1131,1020,16,1173
2024-05-26,SKU0011,478,660,16,1173
2024-06-02,SKU0011,1241,0,16,1173
2024-06-09,SKU0011,1585,0,16,1173
2024-06-16,SKU0011,1338,0,16,1173
2024-06-23,SKU0011,1256,0,16,1173
2024-06-30,SKU0011,758,1502,16,1173
2024-07-07,SKU0011,916,2041,16,1173
2024-07-14,SKU0011,728,2338,16,1173
2024-07-21,SKU0011,1086,1282,16,1173
2024-07-28,SKU0011,2027,0,16,1173
2024-08-04,SKU0011,1674,0,16,1173
2024-08-11,SKU0011,590,1098,16,1173
2024-08-18,SKU0011,1402,0,16,1173
2024-08-25,SKU0011,1983,0,16,1173
2024-09-01,SKU0011,2161,0,16,1173
2024-09-08,SKU0011,1779,0,16,1173
2024-09-15,SKU0011,797,2046,16,1173
2024-09-22,SKU0011,1126,1857,16,1173
2024-09-29,SKU0011,673,1956,16,1173
2024-10-06,SKU0011,2215,0,16,1173
2024-10-13,SKU0011,1646,0,16,1173
2024-10-20,SKU0011,2434,207,16,1173
2024-10-27,SKU0011,2076,160,16,1173
2024-11-03,SKU0011,1513,0,16,1173
2024-11-10,SKU0011,2740,0,16,1173
2024-11-17,SKU0011,1655,40,16,1173
2024-11-24,SKU0011,3428,0,16,1173
2024-12-01,SKU0011,932,1262,16,1173
2024-12-08,SKU0011,2683,0,16,1173
2024-12-15,SKU0011,4694,0,16,1173
2024-12-22,SKU0011,1947,0,16,1173
2024-12-29,SKU0011,2511,0,16,1173
2022-01-02,SKU0012,925,0,14,888
2022-01-09,SKU0012,1452,48,14,888
2022-01-16,SKU0012,1966,0,14,888
2022-01-23,SKU0012,356,1463,14,888
2022-01-30,SKU0012,1079,0,14,888
2022-02-06,SKU0012,901,0,14,888
2022-02-13,SKU0012,1388,0,14,888
2022-02-20,SKU0012,1005,0,14,888
2022-02-27,SKU0012,1536,0,14,888
2022-03-06,SKU0012,1098,235,14,888
2022-03-13,SKU0012,1603,0,14,888
2022-03-20,SKU0012,3068,49,14,888
2022-03-27,SKU0012,791,908,14,888
2022-04-03,SKU0012,1594,154,14,888
2022-04-10,SKU0012,1786,0,14,888
2022-04-17,SKU0012,1597,264,14,888
2022-04-24,SKU0012,1552,176,14,888
2022-05-01,SKU0012,2119,0,14,888
2022-05-08,SKU0012,2586,0,14,888
2022-05-15,SKU0012,3731,0,14,888
2022-05-22,SKU0012,1460,0,14,888
2022-05-29,SKU0012,2301,0,14,888
2022-06-05,SKU0012,1906,0,14,888
2022-06-12,SKU0012,2164,125,14,888
2022-06-19,SKU0012,1919,0,14,888
2022-06-26,SKU0012,2779,0,14,888
2022-07-03,SKU0012,1945,15,14,888
2022-07-10,SKU0012,2145,0,14,888
2022-07-17,SKU0012,2261,192,14,888
2022-07-24,SKU0012,1646,0,14,888
2022-07-31,SKU0012,2898,0,14,888
2022-08-07,SKU0012,2989,153,14,888
2022-08-14,SKU0012,1920,0,14,888
2022-08-21,SKU0012,1900,0,14,888
2022-08-28,SKU0012,2450,0,14,888
2022-09-04,SKU0012,1819,0,14,888
2022-09-11,SKU0012,1366,51,14,888
2022-09-18,SKU0012,1908,0,14,888
2022-09-25,SKU0012,1902,0,14,888
2022-10-02,SKU0012,1017,0,14,888
2022-10-09,SKU0012,1099,93,14,888
2022-10-16,SKU0012,1972,170,14,888
2022-10-23,SKU0012,1491,18,14,888
2022-10-30,SKU0012,1010,0,14,888
2022-11-06,SKU0012,1812,88,14,888
2022-11-13,SKU0012,1458,0,14,888
2022-11-20,SKU0012,1295,0,14,888
2022-11-27,SKU0012,502,1554,14,888
2022-12-04,SKU0012,1727,0,14,888
2022-12-11,SKU0012,884,491,14,888
2022-12-18,SKU0012,976,122,14,888
2022-12-25,SKU0012,695,1637,14,888
2023-01-01,SKU0012,1381,0,14,888
2023-01-08,SKU0012,1050,138,14,888
2023-01-15,SKU0012,1430,0,14,888
2023-01-22,SKU0012,1209,153,14,888
2023-01-29,SKU0012,790,1664,14,888
2023-02-05,SKU0012,1493,39,14,888
2023-02-12,SKU0012,1986,0,14,888
2023-02-19,SKU0012,1303,0,14,888
2023-02-26,SKU0012,1231,0,14,888
2023-03-05,SKU0012,1986,208,14,888
2023-03-12,SKU0012,909,0,14,888
2023-03-19,SKU0012,2690,23,14,888
2023-03-26,SKU0012,2169,0,14,888
2023-04-02,SKU0012,1897,0,14,888
2023-04-09,SKU0012,1367,99,14,888
2023-04-16,SKU0012,1316,24,14,888
2023-04-23,SKU0012,2455,0,14,888
2023-04-30,SKU0012,2454,90,14,888
2023-05-07,SKU0012,3006,0,14,888
2023-05-14,SKU0012,1248,0,14,888
2023-05-21,SKU0012,2609,261,14,888
2023-05-28,SKU0012,1554,0,14,888
2023-06-04,SKU0012,2012,103,14,888
2023-06-11,SKU0012,3481,82,14,888
2023-06-18,SKU0012,1436,0,14,888
2023-06-25,SKU0012,1038,0,14,888
2023-07-02,SKU0012,2930,204,14,888
2023-07-09,SKU0012,2858,202,14,888
2023-07-16,SKU0012,2664,53,14,888
2023-07-23,SKU0012,2479,0,14,888
2023-07-30,SKU0012,1933,0,14,888
2023-08-06,SKU0012,1975,30,14,888
2023-08-13,SKU0012,3366,0,14,888
2023-08-20,SKU0012,827,1166,14,888
2023-08-27,SKU0012,2222,251,14,888
2023-09-03,SKU0012,1782,0,14,888
2023-09-10,SKU0012,1293,0,14,888
2023-09-17,SKU0012,2314,0,14,888
2023-09-24,SKU0012,1042,240,14,888
2023-10-01,SKU0012,809,954,14,888
2023-10-08,SKU0012,1011,0,14,888
2023-10-15,SKU0012,1155,0,14,888
2023-10-22,SKU0012,1104,0,14,888
2023-10-29,SKU0012,1558,0,14,888
2023-11-05,SKU0012,741,707,14,888
2023-11-12,SKU0012,1585,0,14,888
2023-11-19,SKU0012,930,0,14,888
2023-11-26,SKU0012,789,1200,14,888
2023-12-03,SKU0012,656,1512,14,888
2023-12-10,SKU0012,1582,82,14,888
2023-12-17,SKU0012,900,0,14,888
2023-12-24,SKU0012,939,0,14,888
2023-12-31,SKU0012,917,0,14,888
2024-01-07,SKU0012,1162,0,14,888
2024-01-14,SKU0012,860,1665,14,888
2024-01-21,SKU0012,880,1590,14,888
2024-01-28,SKU0012,1384,0,14,888
2024-02-04,SKU0012,1403,127,14,888
2024-02-11,SKU0012,2114,92,14,888
2024-02-18,SKU0012,1485,0,14,888
2024-02-25,SKU0012,1041,0,14,888
2024-03-03,SKU0012,993,0,14,888
2024-03-10,SKU0012,1361,0,14,888
2024-03-17,SKU0012,1815,0,14,888
2024-03-24,SKU0012,1875,42,14,888
2024-03-31,SKU0012,1937,55,14,888
2024-04-07,SKU0012,1423,0,14,888
2024-04-14,SKU0012,3313,0,14,888
2024-04-21,SKU0012,1348,0,14,888
2024-04-28,SKU0012,1413,0,14,888
2024-05-05,SKU0012,2730,0,14,888
2024-05-12,SKU0012,4045,158,14,888
2024-05-19,SKU0012,3454,118,14,888
2024-05-26,SKU0012,2222,0,14,888
2024-06-02,SKU0012,2340,0,14,888
2024-06-09,SKU0012,2768,0,14,888
2024-06-16,SKU0012,2478,0,14,888
2024-06-23,SKU0012,1499,37,14,888
2024-06-30,SKU0012,3490,0,14,888
2024-07-07,SKU0012,2827,0,14,888
2024-07-14,SKU0012,2756,0,14,888
2024-07-21,SKU0012,2221,0,14,888
2024-07-28,SKU0012,2361,233,14,888
2024-08-04,SKU0012,2084,0,14,888
2024-08-11,SKU0012,1896,0,14,888
2024-08-18,SKU0012,2223,0,14,888
2024-08-25,SKU0012,1860,0,14,888
2024-09-01,SKU0012,1975,0,14,888
2024-09-08,SKU0012,2027,0,14,888
2024-09-15,SKU0012,2322,240,14,888
2024-09-22,SKU0012,3128,149,14,888
2024-09-29,SKU0012,2227,75,14,888
2024-10-06,SKU0012,1108,0,14,888
2024-10-13,SKU0012,1076,0,14,888
2024-10-20,SKU0012,1431,0,14,888
2024-10-27,SKU0012,1551,46,14,888
2024-11-03,SKU0012,1066,0,14,888
2024-11-10,SKU0012,1325,0,14,888
2024-11-17,SKU0012,1079,232,14,888
2024-11-24,SKU0012,547,459,14,888
2024-12-01,SKU0012,1083,235,14,888
2024-12-08,SKU0012,1455,0,14,888
2024-12-15,SKU0012,933,214,14,888
2024-12-22,SKU0012,1504,0,14,888
2024-12-29,SKU0012,1236,0,14,888
2022-01-02,SKU0013,2625,0,26,2016
2022-01-09,SKU0013,2711,0,26,2016
2022-01-16,SKU0013,3374,0,26,2016
2022-01-23,SKU0013,3557,0,26,2016
2022-01-30,SKU0013,3519,0,26,2016
2022-02-06,SKU0013,2560,0,26,2016
2022-02-13,SKU0013,609,2464,26,2016
2022-02-20,SKU0013,4590,442,26,2016
2022-02-27,SKU0013,3301,0,26,2016
2022-03-06,SKU0013,2220,0,26,2016
2022-03-13,SKU0013,2338,0,26,2016
2022-03-20,SKU0013,1661,2436,26,2016
2022-03-27,SKU0013,4154,0,26,2016
2022-04-03,SKU0013,2074,0,26,2016
2022-04-10,SKU0013,3523,0,26,2016
2022-04-17,SKU0013,906,2046,26,2016
2022-04-24,SKU0013,3988,0,26,2016
2022-05-01,SKU0013,2522,0,26,2016
2022-05-08,SKU0013,2327,0,26,2016
2022-05-15,SKU0013,3150,0,26,2016
2022-05-22,SKU0013,795,1114,26,2016
2022-05-29,SKU0013,3352,0,26,2016
2022-06-05,SKU0013,1799,2712,26,2016
2022-06-12,SKU0013,921,2438,26,2016
2022-06-19,SKU0013,909,1164,26,2016
2022-06-26,SKU0013,4358,0,26,2016
2022-07-03,SKU0013,2251,49,26,2016
2022-07-10,SKU0013,4012,0,26,2016
2022-07-17,SKU0013,1841,1408,26,2016
2022-07-24,SKU0013,959,3602,26,2016
2022-07-31,SKU0013,1113,1345,26,2016
2022-08-07,SKU0013,3298,0,26,2016
2022-08-14,SKU0013,2163,0,26,2016
2022-08-21,SKU0013,2924,423,26,2016
2022-08-28,SKU0013,3104,0,26,2016
2022-09-04,SKU0013,4807,0,26,2016
2022-09-11,SKU0013,3295,564,26,2016
2022-09-18,SKU0013,3791,0,26,2016
2022-09-25,SKU0013,3871,0,26,2016
2022-10-02,SKU0013,1628,2339,26,2016
2022-10-09,SKU0013,3347,444,26,2016
2022-10-16,SKU0013,3472,0,26,2016
2022-10-23,SKU0013,2816,101,26,2016
2022-10-30,SKU0013,2251,0,26,2016
2022-11-06,SKU0013,4742,0,26,2016
2022-11-13,SKU0013,3669,0,26,2016
2022-11-20,SKU0013,4198,0,26,2016
2022-11-27,SKU0013,2076,0,26,2016
2022-12-04,SKU0013,2216,0,26,2016
2022-12-11,SKU0013,2370,0,26,2016
2022-12-18,SKU0013,6051,0,26,2016
2022-12-25,SKU0013,3331,0,26,2016
2023-01-01,SKU0013,1371,3899,26,2016
2023-01-08,SKU0013,2174,0,26,2016
2023-01-15,SKU0013,2039,0,26,2016
2023-01-22,SKU0013,2187,395,26,2016
2023-01-29,SKU0013,2986,0,26,2016
2023-02-05,SKU0013,1778,3228,26,2016
2023-02-12,SKU0013,2174,204,26,2016
2023-02-19,SKU0013,2220,331,26,2016
2023-02-26,SKU0013,3549,0,26,2016
2023-03-05,SKU0013,1820,1303,26,2016
2023-03-12,SKU0013,1469,2356,26,2016
2023-03-19,SKU0013,2271,116,26,2016
2023-03-26,SKU0013,1469,1286,26,2016
2023-04-02,SKU0013,2806,0,26,2016
2023-04-09,SKU0013,4570,0,26,2016
2023-04-16,SKU0013,3786,0,26,2016
2023-04-23,SKU0013,1004,3597,26,2016
2023-04-30,SKU0013,2302,0,26,2016
2023-05-07,SKU0013,3707,0,26,2016
2023-05-14,SKU0013,1851,3717,26,2016
2023-05-21,SKU0013,3315,282,26,2016
2023-05-28,SKU0013,4503,0,26,2016
2023-06-04,SKU0013,1906,1843,26,2016
2023-06-11,SKU0013,1572,3739,26,2016
2023-06-18,SKU0013,3785,0,26,2016
2023-06-25,SKU0013,2020,469,26,2016
2023-07-02,SKU0013,2882,0,26,2016
2023-07-09,SKU0013,2077,0,26,2016
2023-07-16,SKU0013,2515,0,26,2016
2023-07-23,SKU0013,1452,3816,26,2016
2023-07-30,SKU0013,3828,297,26,2016
2023-08-06,SKU0013,3161,0,26,2016
2023-08-13,SKU0013,2230,0,26,2016
2023-08-20,SKU0013,3738,0,26,2016
2023-08-27,SKU0013,1061,1228,26,2016
2023-09-03,SKU0013,4071,269,26,2016
2023-09-10,SKU0013,4995,387,26,2016
2023-09-17,SKU0013,4180,0,26,2016
2023-09-24,SKU0013,3855,0,26,2016
2023-10-01,SKU0013,4013,0,26,2016
2023-10-08,SKU0013,4280,0,26,2016
2023-10-15,SKU0013,2325,0,26,2016
2023-10-22,SKU0013,4343,0,26,2016
2023-10-29,SKU0013,3990,0,26,2016
2023-11-05,SKU0013,2627,0,26,2016
2023-11-12,SKU0013,3875,0,26,2016
2023-11-19,SKU0013,3646,0,26,2016
2023-11-26,SKU0013,4227,0,26,2016
2023-12-03,SKU0013,2836,0,26,2016
2023-12-10,SKU0013,2137,323,26,2016
2023-12-17,SKU0013,7394,277,26,2016
2023-12-24,SKU0013,6142,0,26,2016
2023-12-31,SKU0013,1579,1126,26,2016
2024-01-07,SKU0013,3767,420,26,2016
2024-01-14,SKU0013,3480,0,26,2016
2024-01-21,SKU0013,3268,382,26,2016
2024-01-28,SKU0013,4212,116,26,2016
2024-02-04,SKU0013,3142,0,26,2016
2024-02-11,SKU0013,2175,326,26,2016
2024-02-18,SKU0013,1991,2622,26,2016
2024-02-25,SKU0013,2517,0,26,2016
2024-03-03,SKU0013,2527,33,26,2016
2024-03-10,SKU0013,3072,71,26,2016
2024-03-17,SKU0013,2412,0,26,2016
2024-03-24,SKU0013,3152,0,26,2016
2024-03-31,SKU0013,4943,350,26,2016
2024-04-07,SKU0013,2468,85,26,2016
2024-04-14,SKU0013,2847,0,26,2016
2024-04-21,SKU0013,3569,424,26,2016
2024-04-28,SKU0013,2087,30,26,2016
2024-05-05,SKU0013,2055,0,26,2016
2024-05-12,SKU0013,2789,357,26,2016
2024-05-19,SKU0013,3238,300,26,2016
2024-05-26,SKU0013,1610,1675,26,2016
2024-06-02,SKU0013,3715,0,26,2016
2024-06-09,SKU0013,3747,0,26,2016
2024-06-16,SKU0013,1987,1988,26,2016
2024-06-23,SKU0013,3188,0,26,2016
2024-06-30,SKU0013,2228,0,26,2016
2024-07-07,SKU0013,2930,0,26,2016
2024-07-14,SKU0013,3812,0,26,2016
2024-07-21,SKU0013,3537,251,26,2016
2024-07-28,SKU0013,2194,0,26,2016
2024-08-04,SKU0013,1528,3807,26,2016
2024-08-11,SKU0013,2275,512,26,2016
2024-08-18,SKU0013,3974,0,26,2016
2024-08-25,SKU0013,1858,2480,26,2016
2024-09-01,SKU0013,3309,53,26,2016
2024-09-08,SKU0013,2006,3690,26,2016
2024-09-15,SKU0013,3857,0,26,2016
2024-09-22,SKU0013,3117,0,26,2016
2024-09-29,SKU0013,4205,0,26,2016
2024-10-06,SKU0013,6039,0,26,2016
2024-10-13,SKU0013,3414,0,26,2016
2024-10-20,SKU0013,2008,1552,26,2016
2024-10-27,SKU0013,4590,0,26,2016
2024-11-03,SKU0013,3445,0,26,2016
2024-11-10,SKU0013,3231,142,26,2016
2024-11-17,SKU0013,2743,0,26,2016
2024-11-24,SKU0013,945,2102,26,2016
2024-12-01,SKU0013,4161,0,26,2016
2024-12-08,SKU0013,2223,0,26,2016
2024-12-15,SKU0013,3286,117,26,2016
2024-12-22,SKU0013,6336,0,26,2016
2024-12-29,SKU0013,2698,0,26,2016
2022-01-02,SKU0014,612,0,12,282
2022-01-09,SKU0014,516,0,12,282
2022-01-16,SKU0014,298,0,12,282
2022-01-23,SKU0014,816,66,12,282
2022-01-30,SKU0014,543,75,12,282
2022-02-06,SKU0014,690,0,12,282
2022-02-13,SKU0014,601,57,12,282
2022-02-20,SKU0014,375,0,12,282
2022-02-27,SKU0014,326,62,12,282
2022-03-06,SKU0014,340,0,12,282
2022-03-13,SKU0014,263,340,12,282
2022-03-20,SKU0014,1043,0,12,282
2022-03-27,SKU0014,552,0,12,282
2022-04-03,SKU0014,206,304,12,282
2022-04-10,SKU0014,165,445,12,282
2022-04-17,SKU0014,603,0,12,282
2022-04-24,SKU0014,454,58,12,282
2022-05-01,SKU0014,379,72,12,282
2022-05-08,SKU0014,384,29,12,282
2022-05-15,SKU0014,525,0,12,282
2022-05-22,SKU0014,594,0,12,282
2022-05-29,SKU0014,489,82,12,282
2022-06-05,SKU0014,56,177,12,282
2022-06-12,SKU0014,466,0,12,282
2022-06-19,SKU0014,363,0,12,282
2022-06-26,SKU0014,544,61,12,282
2022-07-03,SKU0014,1009,27,12,282
2022-07-10,SKU0014,479,0,12,282
2022-07-17,SKU0014,368,48,12,282
2022-07-24,SKU0014,364,0,12,282
2022-07-31,SKU0014,328,0,12,282
2022-08-07,SKU0014,537,44,12,282
2022-08-14,SKU0014,478,0,12,282
2022-08-21,SKU0014,865,0,12,282
2022-08-28,SKU0014,176,377,12,282
2022-09-04,SKU0014,318,0,12,282
2022-09-11,SKU0014,324,25,12,282
2022-09-18,SKU0014,533,40,12,282
2022-09-25,SKU0014,218,438,12,282
2022-10-02,SKU0014,428,0,12,282
2022-10-09,SKU0014,250,333,12,282
2022-10-16,SKU0014,682,0,12,282
2022-10-23,SKU0014,532,0,12,282
2022-10-30,SKU0014,189,337,12,282
2022-11-06,SKU0014,489,0,12,282
2022-11-13,SKU0014,224,518,12,282
2022-11-20,SKU0014,193,154,12,282
2022-11-27,SKU0014,382,80,12,282
2022-12-04,SKU0014,419,0,12,282
2022-12-11,SKU0014,1093,74,12,282
2022-12-18,SKU0014,631,79,12,282
2022-12-25,SKU0014,232,516,12,282
2023-01-01,SKU0014,276,295,12,282
2023-01-08,SKU0014,735,0,12,282
2023-01-15,SKU0014,695,0,12,282
2023-01-22,SKU0014,125,441,12,282
2023-01-29,SKU0014,95,556,12,282
2023-02-05,SKU0014,708,40,12,282
2023-02-12,SKU0014,732,0,12,282
2023-02-19,SKU0014,417,63,12,282
2023-02-26,SKU0014,486,0,12,282
2023-03-05,SKU0014,0,428,12,282
2023-03-12,SKU0014,411,29,12,282
2023-03-19,SKU0014,541,0,12,282
2023-03-26,SKU0014,495,0,12,282
2023-04-02,SKU0014,308,0,12,282
2023-04-09,SKU0014,414,0,12,282
2023-04-16,SKU0014,350,0,12,282
2023-04-23,SKU0014,618,0,12,282
2023-04-30,SKU0014,211,518,12,282
2023-05-07,SKU0014,357,75,12,282
2023-05-14,SKU0014,227,545,12,282
2023-05-21,SKU0014,410,58,12,282
2023-05-28,SKU0014,590,0,12,282
2023-06-04,SKU0014,381,0,12,282
2023-06-11,SKU0014,363,0,12,282
2023-06-18,SKU0014,178,196,12,282
2023-06-25,SKU0014,328,0,12,282
2023-07-02,SKU0014,426,5,12,282
2023-07-09,SKU0014,1016,80,12,282
2023-07-16,SKU0014,241,315,12,282
2023-07-23,SKU0014,564,0,12,282
2023-07-30,SKU0014,491,0,12,282
2023-08-06,SKU0014,491,0,12,282
2023-08-13,SKU0014,641,0,12,282
2023-08-20,SKU0014,338,0,12,282
2023-08-27,SKU0014,352,40,12,282
2023-09-03,SKU0014,510,0,12,282
2023-09-10,SKU0014,413,0,12,282
2023-09-17,SKU0014,554,78,12,282
2023-09-24,SKU0014,339,82,12,282
2023-10-01,SKU0014,239,434,12,282
2023-10-08,SKU0014,423,20,12,282
2023-10-15,SKU0014,195,274,12,282
2023-10-22,SKU0014,303,15,12,282
2023-10-29,SKU0014,647,26,12,282
2023-11-05,SKU0014,322,0,12,282
2023-11-12,SKU0014,444,25,12,282
2023-11-19,SKU0014,576,0,12,282
2023-11-26,SKU0014,589,38,12,282
2023-12-03,SKU0014,40,142,12,282
2023-12-10,SKU0014,407,0,12,282
2023-12-17,SKU0014,447,0,12,282
2023-12-24,SKU0014,676,79,12,282
2023-12-31,SKU0014,492,0,12,282
2024-01-07,SKU0014,91,380,12,282
2024-01-14,SKU0014,766,0,12,282
2024-01-21,SKU0014,405,0,12,282
2024-01-28,SKU0014,320,46,12,282
2024-02-04,SKU0014,320,0,12,282
2024-02-11,SKU0014,556,0,12,282
2024-02-18,SKU0014,270,164,12,282
2024-02-25,SKU0014,61,387,12,282
2024-03-03,SKU0014,535,0,12,282
2024-03-10,SKU0014,622,45,12,282
2024-03-17,SKU0014,587,0,12,282
2024-03-24,SKU0014,190,357,12,282
2024-03-31,SKU0014,353,0,12,282
2024-04-07,SKU0014,496,0,12,282
2024-04-14,SKU0014,733,0,12,282
2024-04-21,SKU0014,451,0,12,282
2024-04-28,SKU0014,299,0,12,282
2024-05-05,SKU0014,389,0,12,282
2024-05-12,SKU0014,686,0,12,282
2024-05-19,SKU0014,505,0,12,282
2024-05-26,SKU0014,543,0,12,282
2024-06-02,SKU0014,657,68,12,282
2024-06-09,SKU0014,563,0,12,282
2024-06-16,SKU0014,822,49,12,282
2024-06-23,SKU0014,350,40,12,282
2024-06-30,SKU0014,338,0,12,282
2024-07-07,SKU0014,441,0,12,282
2024-07-14,SKU0014,595,34,12,282
2024-07-21,SKU0014,416,0,12,282
