sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point,unit_cost,list_price,category,subcategory,forecast_demand_28d,forecast_weekly_avg,stockout_risk_score,stockout_risk_level,stockout_days,stockout_action,stockout_shortfall,stockout_shortfall_pct,overstock_risk_score,overstock_risk_level,weeks_of_inventory,overstock_action,excess_weeks,lead_time_demand,safety_stock,total_required,reorder_quantity,units_at_risk,revenue_at_risk,excess_units,capital_locked,estimated_markdown_loss,service_level,fill_rate,recommendation,risk_quadrant
SKU0102,475.0,947.0,6.0,832.0,2686.34,6617.6,Bedding,Comforters,348.54999999999995,87.13749999999999,0.0,Low,38.2,Monitor,0.0,0.0,34.51,Low,5.5,Monitor,1.5,75.0,15.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,Maintain Current Level,HEALTHY
SKU0103,1300.0,0.0,30.0,719.0,751.68,1385.28,Rugs,Doormats,819.4499999999999,204.86249999999998,0.0,Low,44.4,Monitor,0.0,0.0,43.46,Medium,6.3,Review Stock,0.3,878.0,176.0,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9,100.0,Reduce Stock,MARKDOWN / CLEAR
SKU0104,349.0,0.0,6.0,265.0,310.41,549.91,Decor,Wall Art,285.2,71.3,0.0,Low,34.3,Monitor,0.0,0.0,28.95,Low,4.9,Monitor,0.9,61.0,12.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1,100.0,Maintain Current Level,HEALTHY
SKU0105,165.0,25.0,6.0,143.0,316.44,548.15,Storage,Cabinets,5.05,1.2625,0.0,Low,914.9,Monitor,0.0,0.0,100.0,Critical,130.7,URGENT - Markdown Required,118.7,1.0,0.0,1.0,0.0,0.0,0.0,155.0,49016.56,14704.97,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0106,0.0,606.0,6.0,447.0,1775.44,3267.1,Bedding,Sheets,1220.85,305.2125,90.07,Critical,0.0,URGENT REORDER,615.0,50.4,0.0,Low,0.0,Monitor,0.0,262.0,52.0,314.0,0.0,615.0,2008776.43,0.0,0.0,0.0,47.2,49.6,URGENT REORDER,REORDER NOW
SKU0108,216.0,0.0,3.0,76.0,518.98,917.57,Decor,Clocks,825.6,206.4,94.77,Critical,7.3,URGENT REORDER,610.0,73.8,5.23,Low,1.0,Monitor,0.0,88.0,18.0,106.0,0.0,610.0,559350.67,0.0,0.0,0.0,24.9,26.2,URGENT REORDER,REORDER NOW
SKU0109,1369.0,0.0,14.0,681.0,1453.38,2807.17,Rugs,Area Rugs,2335.4,583.85,81.38,High,16.4,Reorder Now,966.0,41.4,11.72,Low,2.3,Monitor,0.0,1168.0,234.0,1401.0,40.0,966.0,2712849.09,0.0,0.0,0.0,55.7,58.6,Reorder Now,REORDER NOW
SKU0111,3917.0,801.0,20.0,3385.0,5554.85,11251.97,Rugs,Runner Rugs,630.95,157.7375,0.0,Low,173.8,Monitor,0.0,0.0,100.0,Critical,24.8,URGENT - Markdown Required,12.8,451.0,90.0,541.0,0.0,0.0,0.0,2655.0,14748682.24,4424604.67,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0112,1177.0,0.0,13.0,676.0,865.8,1546.21,Bedding,Sheets,1227.05,306.7625,16.32,Low,26.9,Monitor,50.0,4.1,19.18,Low,3.8,Monitor,0.0,570.0,114.0,684.0,0.0,50.0,77387.81,0.0,0.0,0.0,91.1,95.9,Maintain Current Level,HEALTHY
SKU0114,323.0,0.0,8.0,232.0,919.49,1690.44,Bedding,Pillows,633.5,158.375,89.01,High,14.3,Reorder Now,310.0,49.0,10.2,Low,2.0,Monitor,0.0,181.0,36.0,217.0,0.0,310.0,524881.62,0.0,0.0,0.0,48.4,51.0,Reorder Now,REORDER NOW
SKU0116,276.0,724.0,14.0,923.0,360.77,598.29,Storage,Cabinets,2153.35,538.3375,90.71,Critical,3.6,URGENT REORDER,1153.0,53.6,2.56,Low,0.5,Monitor,0.0,1077.0,215.0,1292.0,300.0,1153.0,690037.77,0.0,0.0,0.0,44.1,46.4,URGENT REORDER,REORDER NOW
SKU0118,695.0,0.0,8.0,541.0,4214.12,9218.1,Bedding,Pillows,44.3,11.075,0.0,Low,439.3,Monitor,0.0,0.0,100.0,Critical,62.8,URGENT - Markdown Required,50.8,13.0,3.0,15.0,0.0,0.0,0.0,606.0,2555442.37,766632.71,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0119,1455.0,7.0,14.0,1367.0,1027.72,1830.87,Lighting,String Lights,471.45000000000005,117.86250000000001,0.0,Low,86.4,Monitor,0.0,0.0,80.86,Critical,12.3,URGENT - Markdown Required,0.3,236.0,47.0,283.0,0.0,0.0,0.0,512.0,526295.41,157888.62,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0120,472.0,370.0,9.0,629.0,374.58,571.69,Bath,Bath Mats,489.65000000000003,122.41250000000001,0.0,Low,27.0,Monitor,0.0,0.0,19.28,Low,3.9,Monitor,0.0,157.0,31.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6,100.0,Maintain Current Level,HEALTHY
SKU0121,90.0,4.0,8.0,53.0,4905.19,11317.3,Kitchen,Utensils,690.9000000000001,172.72500000000002,97.28,Critical,3.6,URGENT REORDER,597.0,86.4,2.61,Low,0.5,Monitor,0.0,197.0,39.0,237.0,150.0,597.0,6755296.37,0.0,0.0,0.0,12.9,13.6,URGENT REORDER,REORDER NOW
SKU0124,1771.0,0.0,12.0,1197.0,653.88,1049.42,Bath,Shower Curtains,1611.3999999999999,402.84999999999997,0.0,Low,30.8,Monitor,0.0,0.0,23.96,Low,4.4,Monitor,0.4,691.0,138.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5,100.0,Maintain Current Level,HEALTHY
SKU0125,136.0,0.0,7.0,101.0,1011.06,2008.16,Bath,Accessories,75.3,18.825,0.0,Low,50.6,Monitor,0.0,0.0,52.24,Medium,7.2,Review Stock,1.2,19.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,100.0,Reduce Stock,MARKDOWN / CLEAR
SKU0128,396.0,1066.0,14.0,837.0,1409.48,2700.97,Bedding,Sheets,2042.85,510.7125,67.65,Medium,5.4,Plan Reorder,581.0,28.4,3.88,Low,0.8,Monitor,0.0,1021.0,204.0,1226.0,0.0,581.0,1568858.42,0.0,0.0,0.0,68.0,71.6,Plan Reorder,REORDER NOW
SKU0129,676.0,11.0,4.0,258.0,1862.76,3201.97,Unknown,Mattress Toppers,154.1,38.525,0.0,Low,122.8,Monitor,0.0,0.0,93.87,Critical,17.5,URGENT - Markdown Required,5.5,22.0,4.0,26.0,0.0,0.0,0.0,368.0,685123.13,205536.94,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0130,1861.0,0.0,10.0,1221.0,2361.38,5837.52,Storage,Shelves,655.3,163.825,0.0,Low,79.5,Monitor,0.0,0.0,76.8,High,11.4,Consider Markdown,3.4,234.0,47.0,281.0,0.0,0.0,0.0,550.0,1299703.55,389911.07,100.0,100.0,Consider Markdown,MARKDOWN / CLEAR
SKU0131,26.0,41.0,4.0,27.0,169.09,242.22,Decor,Wall Art,1186.4,296.6,98.87,Critical,0.6,URGENT REORDER,1119.0,94.4,0.44,Low,0.1,Monitor,0.0,169.0,34.0,203.0,140.0,1119.0,271141.07,0.0,0.0,0.0,5.4,5.6,URGENT REORDER,REORDER NOW
SKU0132,341.0,0.0,4.0,200.0,120.44,188.3,Bedding,Comforters,1338.4,334.6,94.9,Critical,7.1,URGENT REORDER,997.0,74.5,5.1,Low,1.0,Monitor,0.0,191.0,38.0,229.0,0.0,997.0,187810.42,0.0,0.0,0.0,24.2,25.5,URGENT REORDER,REORDER NOW
SKU0134,3665.0,0.0,25.0,1745.0,465.76,798.84,Rugs,Area Rugs,1761.8000000000002,440.45000000000005,0.0,Low,58.2,Monitor,0.0,0.0,61.61,High,8.3,Consider Markdown,0.3,1573.0,315.0,1888.0,0.0,0.0,0.0,141.0,65858.46,19757.54,100.0,100.0,Consider Markdown,MARKDOWN / CLEAR
SKU0138,37.0,43.0,3.0,50.0,1156.64,2127.31,Bath,Robes,289.75,72.4375,94.48,Critical,3.6,URGENT REORDER,210.0,72.4,2.55,Low,0.5,Monitor,0.0,31.0,6.0,37.0,0.0,210.0,446203.27,0.0,0.0,0.0,26.2,27.6,URGENT REORDER,REORDER NOW
SKU0139,739.0,142.0,10.0,681.0,538.8,911.41,Storage,Shelves,2916.65,729.1625,93.96,Critical,7.1,URGENT REORDER,2036.0,69.8,5.07,Low,1.0,Monitor,0.0,1042.0,208.0,1250.0,370.0,2036.0,1855311.77,0.0,0.0,0.0,28.7,30.2,URGENT REORDER,REORDER NOW
SKU0140,414.0,1204.0,26.0,744.0,393.4,578.33,Furniture,Chairs,1018.5500000000001,254.63750000000002,0.0,Low,11.4,Monitor,0.0,0.0,8.13,Low,1.6,Monitor,0.0,946.0,189.0,1135.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9,100.0,Maintain Current Level,HEALTHY
SKU0142,277.0,1139.0,4.0,586.0,999.96,1867.98,Decor,Mirrors,201.64999999999998,50.412499999999994,0.0,Low,38.5,Monitor,0.0,0.0,34.95,Low,5.5,Monitor,1.5,29.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,Maintain Current Level,HEALTHY
SKU0143,2291.0,0.0,21.0,1937.0,4972.81,11257.5,Kitchen,Storage Containers,109.9,27.475,0.0,Low,583.7,Monitor,0.0,0.0,100.0,Critical,83.4,URGENT - Markdown Required,71.4,82.0,16.0,99.0,0.0,0.0,0.0,2071.0,10299684.07,3089905.22,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0144,882.0,1247.0,6.0,949.0,191.53,292.91,Storage,Baskets,655.6,163.9,0.0,Low,37.7,Monitor,0.0,0.0,33.81,Low,5.4,Monitor,1.4,140.0,28.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,Maintain Current Level,HEALTHY
SKU0145,1026.0,130.0,5.0,467.0,4771.86,8770.4,Storage,Baskets,631.85,157.9625,0.0,Low,45.5,Monitor,0.0,0.0,44.95,Medium,6.5,Review Stock,0.5,113.0,23.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,99.1,100.0,Reduce Stock,MARKDOWN / CLEAR
SKU0146,3408.0,0.0,14.0,1042.0,1639.99,2757.51,Lighting,String Lights,274.40000000000003,68.60000000000001,0.0,Low,347.8,Monitor,0.0,0.0,100.0,Critical,49.7,URGENT - Markdown Required,37.7,137.0,27.0,165.0,0.0,0.0,0.0,2859.0,4689059.41,1406717.82,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0147,793.0,0.0,7.0,647.0,4908.27,8934.08,Kitchen,Storage Containers,2113.65,528.4125,92.5,Critical,10.5,URGENT REORDER,1321.0,62.5,7.5,Low,1.5,Monitor,0.0,528.0,106.0,634.0,0.0,1321.0,11798792.75,0.0,0.0,0.0,35.6,37.5,URGENT REORDER,REORDER NOW
SKU0148,248.0,0.0,3.0,113.0,2082.05,4342.3,Bedding,Comforters,620.9000000000001,155.22500000000002,92.01,Critical,11.2,URGENT REORDER,373.0,60.1,7.99,Low,1.6,Monitor,0.0,67.0,13.0,80.0,0.0,373.0,1619243.67,0.0,0.0,0.0,37.9,39.9,URGENT REORDER,REORDER NOW
SKU0149,553.0,1272.0,7.0,724.0,341.47,499.09,Bedding,Sheets,1503.85,375.9625,0.0,Low,10.3,Monitor,0.0,0.0,7.35,Low,1.5,Monitor,0.0,376.0,75.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1,100.0,Maintain Current Level,HEALTHY
SKU0150,2425.0,0.0,9.0,861.0,1123.24,2013.96,Bath,Robes,927.25,231.8125,0.0,Low,73.2,Monitor,0.0,0.0,72.31,High,10.5,Consider Markdown,2.5,298.0,60.0,358.0,0.0,0.0,0.0,570.0,640808.42,192242.53,100.0,100.0,Consider Markdown,MARKDOWN / CLEAR
SKU0151,1976.0,0.0,23.0,1422.0,2867.85,5544.78,Rugs,Area Rugs,1251.9,312.975,0.0,Low,44.2,Monitor,0.0,0.0,43.14,Medium,6.3,Review Stock,0.3,1028.0,206.0,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9,100.0,Reduce Stock,MARKDOWN / CLEAR
SKU0152,258.0,498.0,14.0,307.0,1009.81,1933.88,Kitchen,Cookware,918.4000000000001,229.60000000000002,51.52,Medium,7.9,Plan Reorder,162.0,17.7,5.62,Low,1.1,Monitor,0.0,459.0,92.0,551.0,0.0,162.0,314062.11,0.0,0.0,0.0,78.2,82.3,Plan Reorder,REORDER NOW
SKU0153,1661.0,2183.0,13.0,1756.0,3791.34,8382.1,Bath,Towels,75.85,18.9625,0.0,Low,613.2,Monitor,0.0,0.0,100.0,Critical,87.6,URGENT - Markdown Required,75.6,35.0,7.0,42.0,0.0,0.0,0.0,1509.0,5722269.46,1716680.84,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0154,713.0,0.0,15.0,463.0,4906.05,9972.56,Rugs,Area Rugs,1693.15,423.2875,91.58,Critical,11.8,URGENT REORDER,980.0,57.9,8.42,Low,1.7,Monitor,0.0,907.0,181.0,1088.0,380.0,980.0,9774604.68,0.0,0.0,0.0,40.0,42.1,URGENT REORDER,REORDER NOW
SKU0155,1911.0,0.0,12.0,733.0,491.35,734.82,Storage,Cabinets,1691.2,422.8,0.0,Low,31.6,Monitor,0.0,0.0,25.2,Low,4.5,Monitor,0.5,725.0,145.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,95.6,100.0,Maintain Current Level,HEALTHY
SKU0156,1038.0,0.0,8.0,707.0,193.18,307.0,Storage,Boxes,480.4,120.1,0.0,Low,60.5,Monitor,0.0,0.0,63.21,High,8.6,Consider Markdown,0.6,137.0,27.0,165.0,0.0,0.0,0.0,77.0,14913.5,4474.05,100.0,100.0,Consider Markdown,MARKDOWN / CLEAR
SKU0157,390.0,65.0,7.0,254.0,7884.91,16926.77,Storage,Cabinets,165.35,41.3375,0.0,Low,66.0,Monitor,0.0,0.0,67.17,High,9.4,Consider Markdown,1.4,41.0,8.0,50.0,0.0,0.0,0.0,59.0,467575.16,140272.55,100.0,100.0,Consider Markdown,MARKDOWN / CLEAR
SKU0158,2435.0,0.0,16.0,1732.0,3991.97,7466.0,Furniture,Tables,1769.5,442.375,0.0,Low,38.5,Monitor,0.0,0.0,35.04,Low,5.5,Monitor,1.5,1011.0,202.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,96.9,100.0,Maintain Current Level,HEALTHY
SKU0159,2671.0,0.0,19.0,2011.0,523.02,866.99,Rugs,Area Rugs,976.6500000000001,244.16250000000002,0.0,Low,76.6,Monitor,0.0,0.0,74.7,High,10.9,Consider Markdown,2.9,663.0,133.0,795.0,0.0,0.0,0.0,718.0,375371.45,112611.44,100.0,100.0,Consider Markdown,MARKDOWN / CLEAR
SKU0160,1973.0,0.0,18.0,968.0,1007.84,1891.8,Kitchen,Cookware,119.7,29.925,0.0,Low,461.5,Monitor,0.0,0.0,100.0,Critical,65.9,URGENT - Markdown Required,53.9,77.0,15.0,92.0,0.0,0.0,0.0,1734.0,1747191.42,524157.43,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0161,706.0,0.0,6.0,549.0,4280.06,8652.83,Decor,Vases,572.1,143.025,0.0,Low,34.6,Monitor,0.0,0.0,29.36,Low,4.9,Monitor,0.9,123.0,25.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2,100.0,Maintain Current Level,HEALTHY
SKU0165,616.0,0.0,13.0,515.0,1062.26,1761.47,Lighting,Floor Lamps,240.75,60.1875,0.0,Low,71.6,Monitor,0.0,0.0,71.17,High,10.2,Consider Markdown,2.2,112.0,22.0,134.0,0.0,0.0,0.0,134.0,142873.97,42862.19,100.0,100.0,Consider Markdown,MARKDOWN / CLEAR
SKU0167,515.0,0.0,4.0,323.0,154.48,255.7,Bedding,Blankets,487.1,121.775,0.0,Low,29.6,Monitor,0.0,0.0,22.29,Low,4.2,Monitor,0.2,70.0,14.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,95.3,100.0,Maintain Current Level,HEALTHY
SKU0168,586.0,3267.0,24.0,2027.0,454.51,720.9,Rugs,Runner Rugs,467.04999999999995,116.76249999999999,0.0,Low,35.1,Monitor,0.0,0.0,30.19,Low,5.0,Monitor,1.0,400.0,80.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,Maintain Current Level,HEALTHY
SKU0170,1397.0,0.0,13.0,1035.0,1185.25,2039.64,Bath,Accessories,2325.55,581.3875,79.93,High,16.8,Reorder Now,929.0,39.9,12.01,Low,2.4,Monitor,0.0,1080.0,216.0,1296.0,0.0,929.0,1893907.72,0.0,0.0,0.0,57.1,60.1,Reorder Now,REORDER NOW
SKU0173,1746.0,0.0,16.0,543.0,1663.61,2814.91,Furniture,Bookshelves,1833.4,458.35,19.07,Low,26.7,Monitor,87.0,4.8,19.05,Low,3.8,Monitor,0.0,1048.0,210.0,1257.0,0.0,87.0,246023.13,0.0,0.0,0.0,90.5,95.2,Maintain Current Level,HEALTHY
SKU0174,868.0,0.0,11.0,820.0,329.4,550.46,Lighting,Table Lamps,38.55,9.6375,0.0,Low,630.5,Monitor,0.0,0.0,100.0,Critical,90.1,URGENT - Markdown Required,78.1,15.0,3.0,18.0,0.0,0.0,0.0,791.0,260522.46,78156.74,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0175,976.0,1979.0,17.0,1178.0,2236.54,5260.39,Kitchen,Cookware,533.4000000000001,133.35000000000002,0.0,Low,51.2,Monitor,0.0,0.0,53.19,Medium,7.3,Review Stock,1.3,324.0,65.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,Reduce Stock,MARKDOWN / CLEAR
SKU0176,4757.0,310.0,23.0,2549.0,2788.47,6794.78,Furniture,Bookshelves,1433.55,358.3875,0.0,Low,92.9,Monitor,0.0,0.0,83.18,Critical,13.3,URGENT - Markdown Required,1.3,1178.0,236.0,1413.0,0.0,0.0,0.0,1890.0,5269929.45,1580978.84,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0180,788.0,0.0,8.0,509.0,635.45,1117.02,Bedding,Blankets,685.05,171.2625,0.0,Low,32.2,Monitor,0.0,0.0,26.01,Low,4.6,Monitor,0.6,196.0,39.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,95.8,100.0,Maintain Current Level,HEALTHY
SKU0182,134.0,220.0,11.0,181.0,7641.75,14334.72,Bath,Robes,1746.5,436.625,95.95,Critical,2.1,URGENT REORDER,1392.0,79.7,1.53,Low,0.3,Monitor,0.0,686.0,137.0,823.0,470.0,1392.0,19961097.6,0.0,0.0,0.0,19.3,20.3,URGENT REORDER,REORDER NOW
SKU0184,1464.0,116.0,11.0,1332.0,1864.08,3207.85,Bedding,Sheets,426.15000000000003,106.53750000000001,0.0,Low,96.2,Monitor,0.0,0.0,84.35,Critical,13.7,URGENT - Markdown Required,1.7,167.0,33.0,201.0,0.0,0.0,0.0,612.0,1140257.74,342077.32,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0187,1260.0,2487.0,30.0,1681.0,6178.9,13458.49,Rugs,Runner Rugs,835.1,208.775,0.0,Low,42.2,Monitor,0.0,0.0,40.35,Medium,6.0,Review Stock,0.0,895.0,179.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,Reduce Stock,MARKDOWN / CLEAR
SKU0188,2443.0,0.0,17.0,1018.0,425.16,699.93,Kitchen,Small Appliances,158.3,39.575,0.0,Low,432.1,Monitor,0.0,0.0,100.0,Critical,61.7,URGENT - Markdown Required,49.7,96.0,19.0,115.0,0.0,0.0,0.0,2126.0,904060.22,271218.07,100.0,100.0,URGENT MARKDOWN,MARKDOWN / CLEAR
SKU0189,1025.0,0.0,10.0,846.0,825.9,1468.36,Bath,Towels,1511.05,377.7625,72.17,High,19.0,Reorder Now,486.0,32.2,13.57,Low,2.7,Monitor,0.0,540.0,108.0,648.0,0.0,486.0,713696.38,0.0,0.0,0.0,64.4,67.8,Reorder Now,REORDER NOW
SKU0191,158.0,114.0,12.0,221.0,784.71,1293.88,Lighting,Floor Lamps,350.20000000000005,87.55000000000001,58.5,Medium,12.6,Plan Reorder,78.0,22.3,9.02,Low,1.8,Monitor,0.0,150.0,30.0,180.0,0.0,78.0,101181.42,0.0,0.0,0.0,73.8,77.7,Plan Reorder,REORDER NOW
SKU0192,1623.0,165.0,20.0,872.0,338.77,555.19,Rugs,Area Rugs,2583.0,645.75,70.78,High,17.6,Reorder Now,795.0,30.8,12.57,Low,2.5,Monitor,0.0,1845.0,369.0,2214.0,430.0,795.0,441376.05,0.0,0.0,0.0,65.8,69.2,Reorder Now,REORDER NOW
SKU0193,480.0,2185.0,22.0,1149.0,494.97,848.77,Furniture,Sofas,1735.9,433.975,0.0,Low,7.7,Monitor,0.0,0.0,5.53,Low,1.1,Monitor,0.0,1364.0,273.0,1637.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,100.0,Maintain Current Level,HEALTHY
SKU0194,310.0,16.0,11.0,129.0,313.87,541.5,Bedding,Sheets,422.95000000000005,105.73750000000001,59.38,Medium,20.5,Plan Reorder,97.0,22.9,14.66,Low,2.9,Monitor,0.0,166.0,33.0,199.0,0.0,97.0,52498.43,0.0,0.0,0.0,73.2,77.1,Plan Reorder,REORDER NOW
SKU0196,893.0,0.0,11.0,677.0,1697.77,2791.09,Kitchen,Utensils,1516.1000000000001,379.02500000000003,81.1,High,16.5,Reorder Now,623.0,41.1,11.78,Low,2.4,Monitor,0.0,596.0,119.0,715.0,0.0,623.0,1739128.18,0.0,0.0,0.0,56.0,58.9,Reorder Now,REORDER NOW
SKU0199,720.0,0.0,5.0,475.0,1667.03,3009.47,Decor,Lighting,949.2,237.3,61.22,Medium,21.2,Plan Reorder,229.0,24.1,15.17,Low,3.0,Monitor,0.0,170.0,34.0,203.0,0.0,229.0,689770.52,0.0,0.0,0.0,72.1,75.9,Plan Reorder,REORDER NOW
SKU0200,918.0,194.0,8.0,751.0,475.44,673.86,Decor,Mirrors,1597.3,399.325,70.38,High,16.1,Reorder Now,485.0,30.4,11.49,Low,2.3,Monitor,0.0,456.0,91.0,548.0,0.0,485.0,327024.26,0.0,0.0,0.0,66.1,69.6,Reorder Now,REORDER NOW
